company_id,company,industry,public_strength,hypothesis_id,question,baseline_metric,unit,observed_value,measurement_plan,formula,secondary_measurements,possible_contribution,acceptance_boundary,sources,status
tarapy-inc,Tarapy,Other,Tarapy's stated concept combines media and guided experiences to support people through major life transitions.,tarapy-inc-h1,Could clearer descriptions help a prospective participant understand what a particular resource or experience offers?,Clarification questions before a participant can make an informed choice,questions/inquiry,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total scope or logistics clarification questions divided by eligible voluntary inquiries.,,"An owner-reviewed offering sheet covering purpose, format, duration, facilitator role, accessibility information, and what is included.","Do not infer someone's mental health, life event, or suitability; descriptions must match a real owner-confirmed offering.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-tarapy-inc | http://www.tarapy.org,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
tarapy-inc,Tarapy,Other,Tarapy's stated concept combines media and guided experiences to support people through major life transitions.,tarapy-inc-h2,"If guided events or travel experiences are offered, can required logistics be confirmed earlier?",Required logistics items confirmed by the agreed readiness date,percent of required items,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","100 times confirmed venue, schedule, supplier, and accessibility items divided by required items.",,"A participant-free readiness checklist with source links, responsible owner, last verification date, and unresolved questions.","No booking, payment, promised availability, or professional safety determination; an organizer verifies arrangements.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-tarapy-inc | http://www.tarapy.org,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
tarapy-inc,Tarapy,Other,Tarapy's stated concept combines media and guided experiences to support people through major life transitions.,tarapy-inc-h3,Could voluntary participant feedback be summarized without exposing sensitive personal stories?,Review effort per approved anonymous feedback summary,minutes/summary,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","Total de-identification, synthesis, and review minutes divided by accepted summaries.",,"A local topic tally from consented, redacted feedback that retains contradictory views and links themes to anonymized source IDs.","No diagnosis, therapy claims, fabricated testimonials, or individual vulnerability profiles; keep small identifiable groups out of summaries.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-tarapy-inc | http://www.tarapy.org,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-37208,The 37208,Professional Services,The 37208 describes a community-focused social enterprise with an empowerment mission.,the-37208-h1,Could a partner tell from one short description what help The 37208 provides and how to take the next step?,Clarification questions needed to identify the appropriate next step,questions/partner inquiry,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total offering-scope clarification questions divided by eligible partner inquiries.,,"A founder-authored service card for one real initiative: intended participant, concrete activity, delivery format, contact role, and eligibility questions.","The owner must first identify an actual offering; do not manufacture programs, benefits, eligibility, or partnerships.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-37208 | https://www.the37208.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-37208,The 37208,Professional Services,The 37208 describes a community-focused social enterprise with an empowerment mission.,the-37208-h2,"When a request crosses community partners, could a named owner and acceptance check reduce lost handoffs?",Eligible accepted requests acknowledged by their agreed target and due by the cutoff,percent of all eligible accepted requests due by cutoff,UNKNOWN,"Freeze target and eligible accepted request cohort. Keep unacknowledged, cancelled and missing-target requests visible with reasons; report open age. Report latency among acknowledged requests separately.",100 * requests acknowledged by their agreed target / all eligible accepted requests whose acknowledgement target is due by the cutoff; undefined when denominator is zero,Unacknowledged requests [requests]; unknown; Age of each unacknowledged request [hours/request]; unknown; Time to acknowledgment among acknowledged requests [hours]; unknown,"A consented handoff log using anonymous request IDs, responsible roles, agreed next steps, and completion acknowledgments.","No disclosure of sensitive community-member details, eligibility ranking, or automated referrals; participating organizations control acceptance. Never discard an unacknowledged request to improve latency or completion; retain the entire accepted workload.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-37208 | https://www.the37208.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-37208,The 37208,Professional Services,The 37208 describes a community-focused social enterprise with an empowerment mission.,the-37208-h3,Could completed activities be documented consistently enough to support an honest impact report?,Reported activities with verifiable completion evidence,percent of reported activities,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","100 times reported activities with date, scope, and source evidence divided by reported activities.",,"A small evidence ledger separating activities performed, participants reached, and any separately measured outcomes.",Attendance or activity counts do not prove improved lives or economic impact; keep estimates and unverified outcomes labeled.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-37208 | https://www.the37208.com,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-designery-nashville-south,The Designery Nashville South,Other,"The Designery Nashville South combines kitchen, bath, and closet product selection with delivery and installation coordination. Its location page covers cabinets, counters, flooring, tile, and related products.",the-designery-nashville-south-h1,Could consultation requests arrive with enough project details and the correct appointment expectations?,Consultations needing avoidable scheduling or brief clarification,percent of consultations,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times consultations requiring an owner-classified clarification divided by sampled consultations.,,"A draft confirmation checklist for appointment policy, room type, available measurements, desired materials, and project timing.","Local staff must resolve the published appointment-policy inconsistency; do not promise walk-in availability, prices, or dates.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-designery-nashville-south | https://thedesignery.com/locations/nashville-south/ | https://thedesignery.com/locations/nashville-south/products/appliances/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-designery-nashville-south,The Designery Nashville South,Other,"The Designery Nashville South combines kitchen, bath, and closet product selection with delivery and installation coordination. Its location page covers cabinets, counters, flooring, tile, and related products.",the-designery-nashville-south-h2,Could approved measurements and product selections stay synchronized from design through ordering?,Orders with an owner-confirmed selection or revision mismatch,mismatches/100 orders,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","100 times confirmed measurement, finish, SKU, or revision mismatches divided by sampled orders.",,"A local selection register linking approved drawing revision, measurement verification, SKU, finish, quantity, and client approval.",Designers verify measurements and suitability; never send orders or substitute materials automatically.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-designery-nashville-south | https://thedesignery.com/locations/nashville-south/ | https://thedesignery.com/locations/nashville-south/products/appliances/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-designery-nashville-south,The Designery Nashville South,Other,"The Designery Nashville South combines kitchen, bath, and closet product selection with delivery and installation coordination. Its location page covers cabinets, counters, flooring, tile, and related products.",the-designery-nashville-south-h3,Could a materials-readiness check reduce installation rescheduling caused by missing or inconsistent items?,Installations rescheduled for a verified materials-readiness issue,percent of installations,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times installations rescheduled for owner-classified materials issues divided by eligible installations.,,A checklist comparing the approved bill of materials with confirmed delivery and installer prerequisites before the agreed readiness date.,"Do not infer supplier availability, relax construction requirements, or treat every delay as preventable; installers retain professional judgment.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-designery-nashville-south | https://thedesignery.com/locations/nashville-south/ | https://thedesignery.com/locations/nashville-south/products/appliances/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-nash-philanthropist,The Nash Philanthropist,Social Enterprise / Nonprofit,The Nash Philanthropist describes a platform for discovering and promoting charitable events and experiences.,the-nash-philanthropist-h1,Could event listings remain more dependable if each has a current organizer source and last-checked date?,"Listings with a current verified date, venue, and organizer link",percent of active listings,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times active listings with all agreed fields verified divided by sampled active listings.,,"An event-data checklist that flags missing dates, changed venues, cancelled events, and possible duplicates for an editor.",No automatic publishing or assumed event status; preserve organizer sources and human confirmation.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-nash-philanthropist | https://www.nashphilanthropist.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-nash-philanthropist,The Nash Philanthropist,Social Enterprise / Nonprofit,The Nash Philanthropist describes a platform for discovering and promoting charitable events and experiences.,the-nash-philanthropist-h2,Could an organizer submit a complete event description with fewer editing rounds?,Clarification rounds before an event listing is approved,rounds/listing,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total organizer clarification rounds divided by approved listings.,,"A draft submission template for event purpose, time zone, venue, cost, accessibility, ticket link, and the organizer-approved charitable-benefit wording.","Do not invent beneficiary relationships, charitable status, tax deductibility, or fundraising results.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-nash-philanthropist | https://www.nashphilanthropist.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-nash-philanthropist,The Nash Philanthropist,Social Enterprise / Nonprofit,The Nash Philanthropist describes a platform for discovering and promoting charitable events and experiences.,the-nash-philanthropist-h3,Could reporting distinguish platform attention from actual event attendance or contributions?,Promoted events with separately traceable engagement and organizer outcomes,percent of promoted events,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times promoted events with source-labeled engagement and any separately verified organizer outcomes divided by sampled promoted events.,,"A small event report template that separates page views, outbound clicks, organizer-reported attendance, and verified contributions, leaving unknown fields blank.","Clicks do not establish attendance, donations, or causal impact; use only aggregate data the organizer is allowed to share.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-nash-philanthropist | https://www.nashphilanthropist.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-tennessee-hospitality-group,The Tennessee Hospitality Group,Hospitality,"The Tennessee Hospitality Group organizes a membership network, business directory, training, and opportunity support for minority-owned hospitality and tourism businesses across Tennessee.",the-tennessee-hospitality-group-h1,Could member-directory records stay useful for buyers if capability and availability fields are refreshed consistently?,Directory entries with current owner-confirmed capability fields,percent of directory entries,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times sampled entries with required fields and owner confirmation within an agreed freshness period divided by sampled entries.,,"A member-controlled profile checklist for service category, geography, capacity range, relevant documentation status, and last confirmation date.","Do not infer ownership demographics, publish private documents, or label a business certified without authoritative evidence.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-tennessee-hospitality-group | https://tennesseehospitalitygroup.org/about/ | https://www.linkedin.com/company/nashville-black-hospitality-group | https://tennesseehospitalitygroup.org/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-tennessee-hospitality-group,The Tennessee Hospitality Group,Hospitality,"The Tennessee Hospitality Group organizes a membership network, business directory, training, and opportunity support for minority-owned hospitality and tourism businesses across Tennessee.",the-tennessee-hospitality-group-h2,Could reviewing a specific event or hospitality contract opportunity require less repeated research?,Review time for a source-complete opportunity-fit assessment,minutes/opportunity,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total research and reviewer minutes divided by accepted opportunity assessments.,,"A source-linked requirements sheet that compares published scope, dates, minimum requirements, and capacity needs with owner-verified member capabilities.","No automatic bid, eligibility certification, guaranteed award, or invented qualifications; retain unmatched and unknown requirements.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-tennessee-hospitality-group | https://tennesseehospitalitygroup.org/about/ | https://www.linkedin.com/company/nashville-black-hospitality-group | https://tennesseehospitalitygroup.org/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
the-tennessee-hospitality-group,The Tennessee Hospitality Group,Hospitality,"The Tennessee Hospitality Group organizes a membership network, business directory, training, and opportunity support for minority-owned hospitality and tourism businesses across Tennessee.",the-tennessee-hospitality-group-h3,Could training and networking follow-ups produce more traceable next steps for members?,Agreed member next steps with acknowledged completion or status,percent of agreed next steps,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times owner-authorized next steps with a dated status acknowledgement divided by agreed next steps.,,"A voluntary action tracker separating training attendance, requested introductions, submitted bids, and any later verified awards.",Do not count attendance as contract readiness or an introduction as revenue; send no messages and reveal no member contacts without authorization.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-the-tennessee-hospitality-group | https://tennesseehospitalitygroup.org/about/ | https://www.linkedin.com/company/nashville-black-hospitality-group | https://tennesseehospitalitygroup.org/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
threadwell-studio,Threadwell Studio,Other,Threadwell Studio helps organizations connect what leadership says with what employees experience. Its own public material combines communications consulting with practical organizational-intelligence and diagnostic resources.,threadwell-studio-h1,Could synthesizing consented audience feedback take less time without erasing minority or contradictory views?,Time to produce a source-traceable thematic summary,minutes/summary,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.","total coding, drafting, and review minutes / accepted summaries",,A local redacted-note organizer that links each draft theme to supporting and contradicting passages for consultant review.,"No employee surveillance, identity inference, or individual performance scoring; suppress small identifiable groups and retain dissent.",https://threadwellstudio.com/ | https://threadwellstudio.believepro.co/about/ | https://payhip.com/ThreadwellStudioDigital | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
threadwell-studio,Threadwell Studio,Other,Threadwell Studio helps organizations connect what leadership says with what employees experience. Its own public material combines communications consulting with practical organizational-intelligence and diagnostic resources.,threadwell-studio-h2,Can a message's approved evidence and version be found quickly during review?,Time to locate the current approved claim and rationale,minutes/review question,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total retrieval minutes / resolved review questions,,"An approved-language register with version, source, owner, and approval status; AI can suggest draft wording only from selected approved material.",No automatic crisis response or publishing; the client and consultant make the communication decision.,https://threadwellstudio.com/ | https://threadwellstudio.believepro.co/about/ | https://payhip.com/ThreadwellStudioDigital | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
threadwell-studio,Threadwell Studio,Other,Threadwell Studio helps organizations connect what leadership says with what employees experience. Its own public material combines communications consulting with practical organizational-intelligence and diagnostic resources.,threadwell-studio-h3,Could repeated workshop or diagnostic preparation become easier without flattening each client's context?,Preparation time for an accepted client-specific session,minutes/session,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total preparation and review minutes / accepted sessions,,"A reusable session checklist with a client-context section, existing resource references, and unresolved questions; generate a draft agenda for review.",Respect proprietary frameworks and client confidentiality; do not recreate or distribute paid products without permission.,https://threadwellstudio.com/ | https://threadwellstudio.believepro.co/about/ | https://payhip.com/ThreadwellStudioDigital | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
true-vena,True Vena,Healthcare,"True Vena provides mobile blood draws, specimen collection and delivery, and onsite phlebotomy services. Its delivery model brings appointments to homes, workplaces, and facilities.",true-vena-h1,Could an appointment's administrative prerequisites be checked with less back-and-forth before a visit?,Visits needing an administrative correction before scheduling,percent of visits,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times eligible visits with owner-classified missing administrative prerequisites divided by sampled visits.,,A synthetic or de-identified scheduling checklist that records whether required documentation and contact logistics were verified by authorized staff.,"Do not collect patient information in the demonstration, interpret test orders, supply preparation instructions, or decide clinical suitability.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-true-vena | https://truevena.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
true-vena,True Vena,Healthcare,"True Vena provides mobile blood draws, specimen collection and delivery, and onsite phlebotomy services. Its delivery model brings appointments to homes, workplaces, and facilities.",true-vena-h2,Can route planning fit visit windows and lab handoff deadlines without adding unnecessary travel?,Logged travel distance per completed comparable mobile visit,miles/visit,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","Actual route miles divided by completed visits, grouped by geography and service requirements.",,"A read-only route worksheet using synthetic locations first, then only owner-approved operational data and fixed pickup/handoff constraints.","Qualified staff preserve specimen handling, timing, and care requirements; no dispatch changes, clinical prioritization, or fuel-saving claim from route estimates.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-true-vena | https://truevena.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
true-vena,True Vena,Healthcare,"True Vena provides mobile blood draws, specimen collection and delivery, and onsite phlebotomy services. Its delivery model brings appointments to homes, workplaces, and facilities.",true-vena-h3,Could staff locate the administrative status of a specimen handoff more quickly?,Time to resolve a handoff-status inquiry,minutes/inquiry,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",Total staff retrieval and verification minutes divided by resolved status inquiries.,,"A synthetic status-event log with anonymous job ID, timestamp, responsible role, and acknowledgement, highlighting missing administrative events.","No patient results, diagnoses, or replacement for the authorized laboratory chain-of-custody record; do not infer specimen integrity.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-true-vena | https://truevena.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ultra-beauty-supply-skin-and-nails,Ultra Beauty Supply Skin and Nails,Retail,"Ultra Beauty Supply plans a local professional nail, skin-care, and beauty-supply offering with education. Its current storefront is a launch-signup page, so live inventory and sales are unverified.",ultra-beauty-supply-skin-and-nails-h1,Can early customer conversations clarify the product types and pack sizes professionals most need locally?,Confirmed product requests containing the agreed purchase details,percent of requests,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.","100 * consented requests with category, pack size, and timing complete / eligible requests",,An owner-approved discovery worksheet and anonymous demand tally to distinguish specific professional needs from general interest.,"No assumed orders, projected revenue, or unauthorized outreach; validate supplier availability before promising stock.",https://ultra-beauty-supply-skin-and-nails.myshopify.com/password | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ultra-beauty-supply-skin-and-nails,Ultra Beauty Supply Skin and Nails,Retail,"Ultra Beauty Supply plans a local professional nail, skin-care, and beauty-supply offering with education. Its current storefront is a launch-signup page, so live inventory and sales are unverified.",ultra-beauty-supply-skin-and-nails-h2,Could preparing a product catalog take less time with a consistent supplier-data format?,Catalog preparation time per verified SKU,minutes/SKU,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total data entry plus review minutes / approved SKUs,,"A CSV validator for supplier SKU, brand, pack size, unit, price, source date, and approved product description; draft missing-data requests.","Do not invent ingredients, certifications, product compatibility, or supplier authorization; prices and availability need owner verification.",https://ultra-beauty-supply-skin-and-nails.myshopify.com/password | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
ultra-beauty-supply-skin-and-nails,Ultra Beauty Supply Skin and Nails,Retail,"Ultra Beauty Supply plans a local professional nail, skin-care, and beauty-supply offering with education. Its current storefront is a launch-signup page, so live inventory and sales are unverified.",ultra-beauty-supply-skin-and-nails-h3,Can education and product inquiries be organized without repeated manual sorting?,Time to route an inquiry to the correct owner-approved response,minutes/inquiry,UNKNOWN,"Start with 10 consecutive eligible tasks, or all tasks in one week; retain exceptions and record the sample size.",total routing plus review minutes / eligible inquiries,,"Tag voluntary inquiries as availability, product details, professional education, or order support, then draft a response from approved material.",No skin diagnosis or treatment advice; keep beauty-product education separate from personalized healthcare.,https://ultra-beauty-supply-skin-and-nails.myshopify.com/password | https://ec.co/takeoff-fall-2026-accelerator-cohort/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
unapologetically-me,Unapologetically Me,Professional Services,"Unapologetically Me describes a faith-oriented personal-growth offering for women, centered on self-understanding and lasting change.",unapologetically-me-h1,"Could a prospective participant understand the actual offering, facilitator role, and next step from one clear description?",Scope questions before an informed enrollment decision,questions/inquiry,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","Total questions about format, scope, and facilitator role divided by eligible voluntary inquiries.",,"A founder-approved offering sheet for one real service with purpose, format, duration, price if confirmed, and participation expectations.","Do not infer a participant's mental health or personal history; do not claim licensed therapy, guaranteed transformation, or unverified credentials.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-unapologetically-me | http://tiktok.com | https://victoriarhodea.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
unapologetically-me,Unapologetically Me,Professional Services,"Unapologetically Me describes a faith-oriented personal-growth offering for women, centered on self-understanding and lasting change.",unapologetically-me-h2,Could preparing a session or content series become easier while keeping the founder's own voice and approved teachings?,Preparation and review effort per accepted session or content item,minutes/item,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.","Total drafting, source-checking, and founder-review minutes divided by accepted items.",,"A local outline template linking founder-authored source notes, intended lesson, exercise, and review status; AI may organize supplied material.","The founder approves every item; no fabricated quotations, personal stories, spiritual authority, or externally published content.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-unapologetically-me | http://tiktok.com | https://victoriarhodea.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
unapologetically-me,Unapologetically Me,Professional Services,"Unapologetically Me describes a faith-oriented personal-growth offering for women, centered on self-understanding and lasting change.",unapologetically-me-h3,Could voluntary feedback show what participants found useful without turning private disclosures into marketing data?,"Feedback items usable as anonymous, consented service-improvement observations",percent of feedback items,UNKNOWN,"Agree eligible work, observation window, quality threshold and exclusions with the owner before comparing.",100 times feedback items meeting agreed consent and anonymity criteria divided by submitted feedback.,,"A short optional feedback form about clarity, accessibility, and delivery, with a redacted theme tally for the founder.","Do not score individual vulnerability, infer health outcomes, or reuse stories as testimonials without specific permission.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-unapologetically-me | http://tiktok.com | https://victoriarhodea.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
validflo,ValidFlo,Financial Services,"ValidFlo describes document-led preparation for accounting firms, with linked source facts and firm-controlled follow-up rules.",validflo-h1,Which document-extracted facts require the most reviewer corrections before a prepared file is usable?,Material extracted facts corrected during professional review,corrections/reviewed fact,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Evaluate an owner-approved synthetic document set against a frozen fact-and-source answer key.,Do not upload real tax returns or identifiers; extraction quality does not establish tax correctness.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-validflo | https://validflo.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
validflo,ValidFlo,Financial Services,"ValidFlo describes document-led preparation for accounting firms, with linked source facts and firm-controlled follow-up rules.",validflo-h2,Can the change-focused interview ask fewer redundant questions without missing a required change?,Unnecessary questions per complete intake with missed-required-change count,questions/intake,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Replay synthetic prior-year and changed-year cases against explicit firm rules and record missing questions.,A faster interview fails if it drops a required change; the firm controls rules and professional judgment.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-validflo | https://validflo.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
validflo,ValidFlo,Financial Services,"ValidFlo describes document-led preparation for accounting firms, with linked source facts and firm-controlled follow-up rules.",validflo-h3,What breaks when a prepared file is handed to an existing portal or practice workflow?,Manual correction time per approved handoff,minutes/handoff,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,A field-mapping checklist compares an approved synthetic export with the receiving system's contract.,Connector availability is phased on the site; do not claim integrations are live without testing each one.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-validflo | https://validflo.com/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
volume-one-nashville-vol1-nashville,Volume One Nashville,Entertainment,The cohort roster presents Volume One Nashville as a production service combining technical crews with creative event work.,volume-one-nashville-vol1-nashville-h1,"Could a shared production checklist catch conflicting versions of audio, video and stage requirements before load-in?",Late technical requirement changes after the approved brief,changes/event,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"Compare an owner-approved production brief, equipment list and run sheet by version and requirement ID.","Never infer electrical capacity, rigging safety or venue approval; qualified staff retain those checks.",https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-volume-one-nashville-vol1-nashville | https://linktr.ee/vol.1.nashville,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
volume-one-nashville-vol1-nashville,Volume One Nashville,Entertainment,The cohort roster presents Volume One Nashville as a production service combining technical crews with creative event work.,volume-one-nashville-vol1-nashville-h2,Which equipment or staffing omissions cause avoidable return trips or last-minute substitution?,Preventable equipment return trips per completed event,trips/event,UNKNOWN,Count return trips and substitution labor separately over the same frozen event set. Preserve cancelled or incomplete events with their travel and labor; compare only equivalent accepted production scope.,,Unplanned substitution labor per completed event [staff-hours/event]; unknown,"A manifest checklist reconciles booked equipment, assigned crew and confirmed availability.",Protect required crew qualifications and service quality; do not silently remove requested equipment.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-volume-one-nashville-vol1-nashville | https://linktr.ee/vol.1.nashville,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
volume-one-nashville-vol1-nashville,Volume One Nashville,Entertainment,The cohort roster presents Volume One Nashville as a production service combining technical crews with creative event work.,volume-one-nashville-vol1-nashville-h3,Can idle AV equipment time be reduced while delivering the same accepted show and rehearsal coverage?,Total metered event energy per accepted event service,kWh/event,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"Record metered setup, rehearsal, show and teardown energy with explicit equipment and service boundaries.",No energy credit for dropped coverage or shifted generator load; equipment changes need venue and technical approval.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-volume-one-nashville-vol1-nashville | https://linktr.ee/vol.1.nashville,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
voxring,VoxRing,IT / Technology,"VoxRing presents voice reception, scheduling and customer-system integration as an existing service for appointment-driven businesses.",voxring-h1,Which scheduling exceptions most often need human correction after an assistant interaction?,Incorrect or conflicted bookings per reviewed scheduling attempt,exceptions/attempt,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"Replay synthetic time-zone, cancellation, rescheduling and duplicate-request cases against an expected calendar outcome.",Use test calendars only; retain failed attempts in the denominator and require owner-approved success rules.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-voxring | https://voxring.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
voxring,VoxRing,IT / Technology,"VoxRing presents voice reception, scheduling and customer-system integration as an existing service for appointment-driven businesses.",voxring-h2,Could clearer escalation rules improve completion when the assistant is uncertain or outside its approved scope?,Unresolved eligible interactions and inappropriate automated answers,cases/review window,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,Score synthetic call scenarios against a sourced answer set and explicit transfer conditions.,Never replace clinical triage or emergency handling with the test tool; no call recording without authorization.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-voxring | https://voxring.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
voxring,VoxRing,IT / Technology,"VoxRing presents voice reception, scheduling and customer-system integration as an existing service for appointment-driven businesses.",voxring-h3,"Where do repeated webhook events or delayed sync create inconsistent call, lead and appointment records?",Cross-system mismatches per completed interaction,mismatches/interaction,UNKNOWN,"Freeze eligible work, observation window and acceptance criteria with the owner; retain incomplete work and exceptions.",,,"Reconcile test event IDs and timestamps across authorized export samples, including retries and out-of-order arrivals.",No outbound calling or live CRM writes; marketing accuracy and security claims on the site remain unverified.,https://ec.co/takeoff-fall-2026-accelerator-cohort/#c-voxring | https://voxring.ai/,HYPOTHESIS_REQUIRES_OWNER_VALIDATION
